pano,onscode,panamelong,region,con15,lab15,ld15,ukip15,grn15,pc15,snp15,total15,elec15,leave16sh,con17,lab17,ld17,ukip17,grn17,pc17,snp17,total17,elec17,c11degree,c11noqual,c11age1824,c11age65p,c11pubsect,c11beu,unemp15,unemp17
481,"E14000903","Rother Valley","Yorkshire and the Humber",10945,20501,1992,13204,,,,47019,74275,66.7,19939,23821,1155,3704,869,0,0,49488,75230,20.5,26.4,7.6999998,18.9,29.1,.89999998,1395,1185
482,"E14000904","Rotherham","Yorkshire and the Humber",4656,19860,1093,11414,,,,37823,63698,68.3,10017,21404,1754,3316,0,0,0,37923,63237,14.3,33.099998,9.1999998,15.7,26.8,2.9000001,1501,2100
483,"E14000905","Rugby","West Midlands",24040,13695,2776,6855,1415,,,49006,71655,58.4,27872,19660,2851,0,953,0,0,51336,72175,26.700001,20.5,7.4000001,17.5,26.1,4.9000001,926,1140
484,"E14000906","Ruislip, Northwood & Pinner","London",30521,10297,2537,5598,1801,,,51222,73216,49.0,30555,16575,3813,1171,1268,0,0,53382,73427,39.299999,15.2,6.9000001,18.799999,28,4.3000002,589,575
485,"E14000907","Runnymede & Weybridge","South East",29901,7767,3362,6951,2071,,,50052,73771,49.8,31436,13386,3765,1675,1347,0,0,51609,74888,33.799999,16.6,10.7,16.700001,23.4,4.9000001,412,455
486,"E14000908","Rushcliffe","East Midlands",28354,14525,2783,5943,3559,,,55164,73278,41.3,30223,22213,2759,1490,1626,0,0,58311,74738,39.900002,16.200001,8.1999998,18.200001,33.2,1.9,629,550
487,"S14000056","Rutherglen & Hamilton West","Scotland",4350,20304,1045,1301,,,30279,57615,82830,37.3,9941,19101,2158,465,0,0,18836,50872,80098,19.651785,31.441431,8.1132002,15.609704,29.293792,1.1780359,2187,1760
488,"E14000909","Rutland & Melton","East Midlands",30383,8383,4407,8678,2325,,,54603,79693,54.0,36169,13065,4711,1869,1755,0,0,57569,78463,29.9,19.4,6.8000002,19.799999,29.3,2.3,547,560
489,"E14000910","Saffron Walden","Eastern",32926,6791,6079,7935,2174,,,57563,80615,50.9,37629,12663,8528,2091,0,0,0,60911,83072,31.299999,18.4,6.9000001,17.700001,26.2,2.5,479,365
490,"E14000960","St Albans","Eastern",25392,12660,10076,4271,2034,,,54433,75825,38.0,24571,13137,18462,0,828,0,0,56998,72811,44.5,13.8,6.6999998,14.5,27.4,4,574,630
491,"E14000961","St Austell & Newquay","South West",20250,5150,12077,8503,2318,,,50361,76607,63.5,26856,15714,11642,0,0,0,0,54212,78609,20.6,24.9,7.4000001,21,26.7,1.7,1258,1185
492,"E14000962","St Helens North","North West",9087,26378,2046,6983,1762,,,46256,75262,58.3,13606,32012,1287,2097,1220,0,0,50222,76088,20.700001,27.700001,8.3999996,17.6,30.2,.89999998,1934,1730
493,"E14000963","St Helens South & Whiston","North West",7707,28950,2737,6766,2237,,,48397,77720,56.1,11536,35879,2101,1953,1417,0,0,52886,79036,20.299999,28.799999,8.6000004,17.9,32.5,.80000001,2060,1840
494,"E14000964","St Ives","South West",18491,4510,16022,5720,3051,,,48312,65570,55.1,22120,7298,21808,0,0,0,0,51226,67145,26.6,21.799999,6.6999998,23,30.5,1.7,702,735
495,"E14000911","Salford & Eccles","North West",8823,21364,1614,7806,2251,,,43261,74291,53.6,12036,31168,1286,2320,809,0,0,47619,78080,24.700001,25.9,13.9,13.3,27.6,4.4000001,1891,2095
496,"E14000912","Salisbury","South West",28192,7771,5099,6152,2762,,,50705,69582,50.3,30952,13619,5982,1191,1152,0,0,53311,72892,32.200001,19.299999,7.0999999,19.9,33.5,3.3,409,520
497,"E14000913","Scarborough & Whitby","Yorkshire and the Humber",20613,14413,2159,8162,2185,,,47739,73511,61.4,24401,20966,1354,1682,915,0,0,50449,73599,23,25.4,8.3999996,22.299999,29.3,2.3,1384,1230
498,"E14000914","Scunthorpe","Yorkshire and the Humber",12259,15393,770,6329,887,,,36941,64025,69.1,17485,20916,554,1247,0,0,0,40202,61578,16.9,27.4,8.8999996,16.700001,25.1,5.0999999,1773,1595
499,"E14000915","Sedgefield","North East",11432,18275,1370,6426,1213,,,38716,62844,58.9,16143,22202,797,1763,686,0,0,41591,63889,21.200001,27.4,7.6999998,18.4,31.3,1.2,1212,1295
500,"E14000916","Sefton Central","North West",14513,26359,2086,4879,1184,,,49021,67744,45.1,17212,32830,1381,0,656,0,0,52079,69019,29.4,21.200001,7.3000002,24.200001,36.7,.80000001,735,600
501,"E14000917","Selby & Ainsty","Yorkshire and the Humber",27725,14168,1920,7389,1465,,,52804,76082,57.8,32921,19149,2293,1713,0,0,0,56076,75918,27.799999,20.4,7.3000002,17.1,25.7,2.2,878,755
502,"E14000918","Sevenoaks","South East",28531,6448,3937,8970,2238,,,50124,71958,53.9,32644,10727,4280,1894,1673,0,0,51218,71565,32.5,19,6.5999999,18.5,24.7,2.5,504,395
503,"E14000921","Sheffield Brightside & Hillsborough","Yorkshire and the Humber",4407,22663,1802,8856,1712,,,40053,70874,61.4,9050,28193,1061,2645,737,0,0,41870,70344,15.5,34,9.1999998,13.9,32.5,2.3,3207,2805
504,"E14000919","Sheffield Central","Yorkshire and the Humber",4917,24308,4278,3296,6999,,,44173,72321,30.4,6215,33963,2465,1060,3848,0,0,47877,77560,32.599998,15.7,32.700001,8.6999998,35,3.9000001,2210,1985
505,"E14000922","Sheffield Hallam","Yorkshire and the Humber",7544,19862,22215,3575,1772,,,55481,72351,35.9,13561,21881,19756,929,823,0,0,57020,73455,43.599998,13,13.7,19,43.4,1.7,507,495
506,"E14000923","Sheffield Heeley","Yorkshire and the Humber",6792,20269,4746,7315,2566,,,42048,67950,57.6,12696,26524,2022,1977,943,0,0,44226,68040,21.700001,29,9,17.700001,33.1,1.7,2389,2065
507,"E14000920","Sheffield South East","Yorkshire and the Humber",7242,21439,2226,9128,1117,,,41685,70422,66.5,13722,25520,1432,2820,0,0,0,43596,68945,16.1,30.9,8.1999998,17.5,27.3,1.6,1643,1525
508,"E14000924","Sherwood","East Midlands",22833,18186,1094,7399,1108,,,50698,73349,63.8,27492,22294,1113,1801,664,0,0,53364,76196,20.5,27.5,7.6999998,18.5,29.5,1.1,1152,995
509,"E14000925","Shipley","Yorkshire and the Humber",25269,15645,1949,4479,2657,,,50542,70464,52.2,27417,22736,2202,0,0,0,0,53395,73133,31.700001,19.200001,7,17.700001,32.5,1.9,1177,980
510,"E14000926","Shrewsbury & Atcham","West Midlands",24628,15063,4268,7813,2247,,,54102,76400,53.0,29073,22446,4254,1363,1067,0,0,58203,79043,29.299999,20.5,7.8000002,19.200001,33.9,2.0999999,975,720
511,"E14000849","Shropshire North","West Midlands",27041,10547,3148,9262,2575,,,52573,78858,59.5,33642,17287,2948,0,1722,0,0,55599,80535,24.9,23.799999,8.3000002,19.5,30,2.3,972,715
512,"E14000927","Sittingbourne & Sheppey","South East",24425,9673,1563,12257,1185,,,49378,76018,65.8,30911,15700,1392,0,558,0,0,51389,81717,16.5,28.200001,8.3000002,16.1,26.6,2.4000001,1621,1780
513,"E14000928","Skipton & Ripon","Yorkshire and the Humber",30248,9487,4057,7651,3116,,,54559,76645,53.0,36425,16440,0,0,3734,0,0,58138,78104,31.5,19.700001,6.5,21.700001,28,2.0999999,478,675
514,"E14000929","Sleaford & North Hykeham","East Midlands",34805,10690,3500,9716,,,,61944,87972,61.5,42245,17008,2722,1954,968,0,0,65797,90929,26.1,22,6.4000001,21.4,35.1,2.4000001,737,700
515,"E14000930","Slough","South East",16085,23421,1275,6274,1220,,,48275,86366,54.1,17172,34170,1308,1228,0,0,0,54295,83272,25.9,20.299999,9.1000004,9.1999998,21.3,9.3000002,1616,1260
516,"E14000931","Solihull","West Midlands",26956,5693,14054,6361,1632,,,54779,77956,53.3,32985,12414,8901,1291,1157,0,0,56748,77789,31.1,20.4,7.3000002,20.700001,28.4,1.3,571,615
517,"E14000850","Somerset North","South West",31540,8441,7486,7669,3806,,,58942,80161,48.0,33605,16502,5982,0,1976,0,0,61994,80529,34,16.4,5.9000001,21.5,28.2,1.7,283,365
518,"E14000846","Somerset North East","South West",25439,12690,4029,6150,2802,,,51110,69380,52.1,28992,18757,4461,0,1245,0,0,54043,71355,28.6,20.6,7.4000001,20.200001,29.7,1.5,541,715
519,"E14000932","Somerton & Frome","South West",31960,4419,11692,6439,5434,,,60309,83281,51.0,36231,10998,13325,0,2347,0,0,63892,84437,28.9,20.9,6.5999999,21,27.6,2.3,486,730
520,"E14000939","South Holland & The Deepings","East Midlands",29303,6122,1466,10736,1580,,,49207,76460,71.2,35179,10282,1433,2185,894,0,0,50315,76374,17.1,29.299999,7,21.6,21,6.5999999,896,735
521,"E14000943","South Ribble","North West",24313,18368,2312,7377,,,,52370,76489,56.9,28980,21559,2073,1387,494,0,0,54834,75752,27.5,20.6,7.6999998,18.299999,32.9,1.4,737,820
522,"E14000944","South Shields","North East",6021,18589,639,7975,1614,,,36265,62730,62.1,10570,25078,681,3006,1437,0,0,40772,63433,18.6,29.1,9.3000002,18.299999,32.3,.80000001,2604,2750
523,"E14000955","Southampton Itchen","South East",18656,16340,1595,6010,1876,,,44710,72281,60.0,21773,21742,1421,1122,725,0,0,46783,71722,20.700001,22.299999,14.5,14.3,24.9,4.8000002,1204,1095
524,"E14000956","Southampton Test","South East",14207,18017,2121,5566,2568,,,43652,70270,50.7,16006,27509,1892,0,0,0,0,46903,70199,26.9,21,16.299999,11.6,29.9,8.6000004,1269,1080
525,"E14000957","Southend West","Eastern",22175,8154,4129,7803,2083,,,44509,66876,55.1,26046,16046,2110,1666,831,0,0,47191,67677,23.700001,23.200001,6.8000002,19,29.4,2.2,871,825
526,"E14000958","Southport","North West",12330,8468,13652,7429,1230,,,44101,67326,45.5,18541,15627,12661,1127,0,0,0,47956,69400,27,22.6,7.3000002,23.1,33.8,3.2,1154,1030
527,"E14000959","Spelthorne","South East",24386,9114,3163,10234,1724,,,49079,71592,60.3,28692,15267,2755,2296,1105,0,0,50115,72641,25.9,20.4,7.5,17.4,22.2,3.5999999,560,605
528,"E14000965","Stafford","West Midlands",23606,14429,1348,6293,1390,,,48767,68705,57.2,28424,20695,1540,0,1265,0,0,51924,68445,28.4,20.4,9.5,18.299999,34.6,2.0999999,564,625
529,"E14000966","Staffordshire Moorlands","West Midlands",21770,11596,1759,6236,1226,,,42587,63104,64.6,25963,15133,1494,0,541,0,0,44655,63260,24.1,26.6,7,21.200001,26.7,1,390,440
530,"E14000945","Staffordshire South","West Midlands",29478,9107,1448,8267,1298,,,49598,72771,65.2,35656,12923,1348,0,1182,0,0,51109,73441,24.5,24.5,8.1000004,20.799999,28.8,.69999999,782,720
531,"E14000967","Stalybridge & Hyde","North West",11761,18447,1256,7720,1850,,,41034,71357,59.3,16193,24277,996,0,991,0,0,42457,71409,20.1,26.299999,8.5,15,27.8,1.4,1576,1660
532,"E14000968","Stevenage","Eastern",21291,16336,1582,6864,1369,,,47799,70597,57.1,24798,21412,2032,0,1085,0,0,49327,70765,23.9,20.9,8.8000002,14.8,25.8,2.8,1207,940
533,"S14000057","Stirling","Scotland",12051,13303,1392,,1606,,23783,52135,67236,32.2,18291,10902,1683,0,0,0,18143,49356,66415,33.302349,21.30887,11.598169,17.808903,30.852956,2.4576995,1120,1020
534,"E14000969","Stockport","North West",9710,19771,3034,5206,1753,,,39649,63931,46.8,11805,26282,1778,1088,591,0,0,41544,64236,27.299999,23.700001,8.3999996,13.9,30,1.7,1692,1690
535,"E14000970","Stockton North","North East",11069,19436,884,7581,,,,39571,66126,66.5,15589,24304,646,1834,358,0,0,42731,66285,18.1,27.9,9.6999998,16.1,30.1,1,2411,2475
536,"E14000971","Stockton South","North East",24221,19175,1366,5480,952,,,51797,75111,57.8,25214,26102,951,1186,371,0,0,53824,75625,27.1,19.9,9.1999998,15.1,32.9,1.1,1696,1730
537,"E14000972","Stoke-on-Trent Central","West Midlands",7008,12220,1296,7041,1123,,,31084,60634,65.0,13186,17083,680,1608,378,0,0,33145,56915,17.1,31.9,13.8,14.5,27,2.5999999,1526,1595
538,"E14000973","Stoke-on-Trent North","West Midlands",10593,15429,1137,9542,1091,,,38654,71438,72.1,18913,21272,916,0,685,0,0,41786,71558,13.7,35.5,8.8000002,16.299999,24.4,1.7,1524,1535
539,"E14000974","Stoke-on-Trent South","West Midlands",12780,15319,1309,8298,1029,,,39107,68091,70.8,20451,19788,808,0,643,0,0,41690,66057,15.8,33.5,8.6999998,16.4,27,1.3,1123,975
540,"E14000975","Stone","West Midlands",25733,9483,2473,7620,1191,,,47031,67339,58.0,31614,14119,2222,1370,707,0,0,50032,67824,30.4,22,6.6999998,21.299999,30.3,1.1,338,375
541,"E14000976","Stourbridge","West Midlands",21195,14501,1538,7774,1021,,,46029,69077,63.7,25706,18052,1083,1801,493,0,0,47135,70215,21.9,27.6,7.5999999,18.200001,28.8,.89999998,1392,1430
543,"E14000977","Stratford-on-Avon","West Midlands",29674,6677,6182,6798,2128,,,51459,71304,51.2,33657,11699,6357,0,1345,0,0,53532,72572,33.599998,19.5,6.3000002,22.799999,22.5,2.9000001,275,295
544,"E14000978","Streatham","London",12540,26474,4491,1602,4421,,,49933,79137,20.5,11927,38212,3611,349,1696,0,0,55795,78649,46.599998,13.5,9.6999998,7.9000001,24.6,12.1,2348,1965
545,"E14000979","Stretford & Urmston","North West",12916,24601,1362,5068,2187,,,46386,69026,48.5,13814,33519,1001,1094,641,0,0,50191,71833,25.5,22.700001,8.3999996,14.8,30,2.5,1438,1470
546,"E14000980","Stroud","South West",27813,22947,2086,4848,2779,,,60819,80544,46.0,29307,29994,2053,1039,1423,0,0,63816,82839,32.099998,18.299999,6.9000001,19.1,27.9,2.2,551,490
547,"E14000624","Suffolk Central & Ipswich North","Eastern",30317,10173,3314,7459,2664,,,54089,76666,54.5,33992,16807,2431,1635,1659,0,0,56524,78116,26.700001,23.1,6.5,20.299999,27.1,1.7,596,530
548,"E14000981","Suffolk Coastal","Eastern",28855,10013,4777,8655,3294,,,55594,77816,55.8,33713,17701,4048,0,1802,0,0,58074,79366,26.9,22.799999,6.4000001,25.299999,27.3,2.0999999,449,480
549,"E14000946","Suffolk South","Eastern",27546,10001,4044,7897,2253,,,51907,73836,54.2,32829,15080,3154,1449,1723,0,0,54235,75485,26,22.700001,6.4000001,21.6,26.4,1.8,505,460
550,"E14001034","Suffolk West","Eastern",25684,8604,2465,10700,1779,,,49232,76198,63.3,31649,14586,2180,2396,935,0,0,51746,77348,20.200001,25,8.6999998,16.799999,23.5,4.1999998,782,765
551,"E14000982","Sunderland Central","North East",9780,20959,1105,7997,1706,,,41762,72950,59.9,15059,25056,1777,2209,705,0,0,45111,72728,21.4,27.5,12.2,17.299999,32.7,1.4,2225,2280
552,"E14000681","Surrey East","South East",32211,6627,5189,9553,2159,,,56103,79654,54.2,35310,11396,6197,2227,1100,0,0,59203,82004,31.4,17.200001,7,17.799999,26,2.5999999,556,560
553,"E14000983","Surrey Heath","South East",32582,6100,4937,7778,2400,,,54431,79515,52.0,37118,12175,6271,0,2258,0,0,57822,80764,33.299999,15.9,6.9000001,16.5,26.1,3.2,463,460
554,"E14000953","Surrey South West","South East",34199,5415,3586,5643,3105,,,57119,77548,40.6,33683,7606,5967,1083,0,0,0,60432,78042,40.700001,15.1,6.5,19,26.5,3.4000001,417,365
555,"E14000817","Sussex Mid","South East",32268,7982,6604,6898,2453,,,57492,81034,46.7,35082,15409,7855,1251,1571,0,0,61632,84170,33.5,14.6,6.6999998,17.700001,27.8,3,357,350
556,"E14000984","Sutton & Cheam","London",20732,5546,16811,5341,1051,,,49905,69228,51.3,26567,10663,13869,0,871,0,0,51970,70404,32.900002,17.1,7.1999998,15.6,29.8,4.9000001,787,1040
557,"E14000985","Sutton Coldfield","West Midlands",27782,11365,2627,7489,1426,,,50854,74956,51.7,32224,16885,2302,0,965,0,0,52858,75652,34.900002,18.5,6.9000001,20,31.9,1.4,680,725
558,"W07000048","Swansea East","Wales",5142,17807,1392,5779,,3498,,33618,58011,62.1,9139,22307,625,1040,359,1689,0,35159,58521,17.9,30.799999,8.8999996,15.5,33,1.8,1487,1525
559,"W07000047","Swansea West","Wales",7931,14967,3178,4744,1784,2266,,35156,58776,42.7,11680,22278,1269,0,434,1529,0,37282,56892,27.9,20.9,20,17.4,35.9,2.5,1463,1385
560,"E14000851","Swindon North","South West",26295,14509,1704,8011,1723,,,52242,80983,57.4,29431,21096,1962,1564,858,0,0,54911,80168,20.799999,21.4,7.9000001,14.1,20.6,3,973,945
561,"E14000947","Swindon South","South West",22777,16992,1817,5920,1757,,,49263,73926,51.6,24809,22345,2079,1291,747,0,0,51271,72372,24.700001,19.6,8.8999996,13.5,21.1,4.5,1136,1165
562,"E14000986","Tamworth","West Midlands",23606,12304,1427,8727,1110,,,47174,71913,66.0,28748,16401,1961,0,0,0,0,47110,71308,19.6,25.9,8.8000002,16,21.6,1.6,427,575
563,"E14000987","Tatton","North West",26552,8311,3850,4871,1714,,,45298,65004,45.8,28764,13977,4431,0,1024,0,0,49116,67874,37.400002,17.6,6.0999999,20.5,23.1,1.8,410,375
564,"E14000988","Taunton Deane","South West",27849,5347,12358,6921,2630,,,57887,83221,52.9,33333,9689,17446,1434,1151,0,0,63053,85457,28.1,20.5,8,20,36.4,3,838,1040
565,"E14000989","Telford","West Midlands",16094,15364,927,7330,930,,,40645,66166,67.1,21777,21057,954,0,898,0,0,44686,68106,18.299999,26.700001,9,13.2,26.2,2.5999999,1520,1365
566,"E14000990","Tewkesbury","South West",30176,8204,7629,7128,2207,,,55344,78910,53.8,35448,12874,7981,1205,1576,0,0,59084,81440,29.700001,18.700001,7.1999998,20.1,29.7,2.8,693,595
567,"E14000852","Thanet North","South East",23045,8411,1645,12097,1719,,,47053,71478,65.0,27163,16425,1586,2198,825,0,0,48325,72651,19.5,28.4,7.5,21.9,33.7,2.2,1607,1590
568,"E14000948","Thanet South","South East",18838,11740,932,16026,1076,,,49401,70970,61.6,25262,18875,1514,2997,809,0,0,49753,72334,21.9,27,7.9000001,21,32.5,4.1999998,1831,1810
569,"E14000993","Thirsk & Malton","Yorkshire and the Humber",27545,8089,4703,7805,2404,,,52365,77451,56.4,33572,14571,3859,1532,1100,0,0,55929,78670,28,23.5,6.5,23.4,26.5,1.9,652,805
570,"E14000994","Thornbury & Yate","South West",19924,3775,18429,5126,1316,,,48570,66066,53.3,28008,6112,15937,0,633,0,0,50690,67892,28.1,18.4,7.4000001,19,27.4,1.7,381,350
571,"E14000995","Thurrock","Eastern",16692,16156,644,15718,,,,49564,77559,70.3,19880,19535,798,10112,0,0,0,50325,78154,18.1,26.5,8.6000004,11.2,22.1,4.4000001,1945,1820
572,"E14000996","Tiverton & Honiton","South West",29030,6835,5626,8857,3415,,,53763,76270,57.6,35471,15670,4639,0,2035,0,0,57815,80731,25.299999,23.5,6.3000002,24.700001,26.1,1.9,546,635
573,"E14000997","Tonbridge & Malling","South East",31887,7604,3660,8153,2366,,,53670,74877,52.6,36218,12710,3787,1857,2335,0,0,56907,77417,30.4,19.1,6.6999998,17.200001,26,2.2,658,600
574,"E14000998","Tooting","London",22421,25263,2107,1537,2201,,,53529,76782,25.3,19236,34694,3057,339,845,0,0,58171,77971,51.400002,12.2,9.6000004,8.3999996,25.3,8.6999998,1241,1085
575,"E14000999","Torbay","South West",19551,4166,16265,6540,1557,,,48079,76350,62.7,27141,9310,12858,1213,652,0,0,51174,75931,20.700001,25.299999,7.5999999,22.5,31.8,2.5,1607,1420
576,"W07000053","Torfaen","Wales",8769,16938,1271,7203,746,2169,,37937,61896,60.9,11894,22134,852,1490,0,2059,0,38429,61839,19.299999,29.5,8.8000002,17,31.8,.69999999,1578,1235
577,"E14001001","Totnes","South West",24941,5988,4667,6656,4845,,,47097,68630,54.1,26972,13495,6466,1240,2097,0,0,50270,68914,28.799999,21.9,6.3000002,26.299999,29.2,1.8,514,535
578,"E14001002","Tottenham","London",5090,28654,1756,1512,3931,,,42558,70803,23.8,5665,40249,1687,462,1276,0,0,49339,72884,29.299999,23.4,11.1,8.1000004,26.2,16.9,3609,3030
579,"E14001003","Truro & Falmouth","South West",22681,7814,8681,5967,4483,,,51544,73601,46.2,25123,21331,8465,897,831,0,0,56647,74683,31.700001,18,10,21,33.1,1.7,831,810
580,"E14001004","Tunbridge Wells","South East",30181,7307,4342,6481,2659,,,51428,73429,44.7,30856,14391,5355,1464,1441,0,0,54209,74782,34.900002,16.9,6.8000002,16.299999,25.4,3.5,499,570
581,"E14001005","Twickenham","London",25580,7129,23563,3069,2463,,,62004,80250,33.7,25207,6114,34969,0,0,0,0,66290,83362,49.5,11.6,7.5999999,13.2,25.8,5.5999999,802,955
582,"E14001006","Tynemouth","North East",17551,25791,1595,6541,2017,,,53495,77524,47.8,20729,32395,1724,1257,629,0,0,56858,77434,30.6,20.700001,7.0999999,18.799999,37.9,1.2,1372,1320
583,"E14000853","Tyneside North","North East",8997,26191,2075,7618,1442,,,46818,79300,59.4,14172,33456,1494,2101,669,0,0,51892,78914,20.200001,26.6,8.1999998,16.4,33.9,1.2,1940,2085
587,"E14001007","Uxbridge & South Ruislip","London",22511,11816,2215,6346,1414,,,44811,70631,56.4,23716,18682,1835,1577,884,0,0,46694,69936,27.700001,17.9,14.3,12.6,27.5,4.8000002,837,870
588,"W07000060","Vale Of Clwyd","Wales",13760,13523,915,4577,,2486,,35261,56505,55.9,17044,19423,666,0,0,1551,0,38684,56890,21.799999,27.200001,8.1999998,20.700001,36.5,1.2,1307,1065
589,"W07000078","Vale Of Glamorgan","Wales",23607,16727,1309,5489,1054,2869,,51293,72794,52.3,25501,23311,1020,868,419,2295,0,53718,73959,27.200001,21.200001,8.1000004,17.6,34.6,1.5,1615,1275
590,"E14001008","Vauxhall","London",13070,25778,3312,1385,3658,,,47941,82231,22.4,10277,31576,11326,0,1152,0,0,55042,82055,48.700001,14.2,12.7,7.1999998,23,11.2,2647,2305
591,"E14001009","Wakefield","Yorkshire and the Humber",14688,17301,1483,7862,1069,,,42973,70521,62.8,20811,22987,943,0,0,0,0,46284,70340,20.5,28.1,8.1999998,16,27.5,3.7,1797,1380
592,"E14001010","Wallasey","North West",9828,26176,1011,5063,1288,,,43366,65495,49.9,11232,34552,772,1160,637,0,0,48353,67454,20.200001,25.299999,8.6999998,16.9,33.7,1.2,1643,1355
593,"E14001011","Walsall North","West Midlands",12455,14392,840,8122,529,,,36883,67080,74.2,18919,16318,586,2295,0,0,0,38118,67308,12.3,39,9.1999998,15.6,25.3,1.3,2358,2250
594,"E14001012","Walsall South","West Midlands",13733,19740,676,6540,1149,,,41838,67743,61.6,16394,25286,587,1805,0,0,0,44072,67417,18.299999,32.099998,10.2,14.8,27.5,2.0999999,2200,2075
595,"E14001013","Walthamstow","London",5584,28779,1661,2507,2661,,,41796,67015,33.5,6776,38793,1384,0,1190,0,0,48143,67957,31.299999,20.6,9.6000004,8.1999998,28,12.9,2536,2030
596,"E14001014","Wansbeck","North East",8386,19267,2407,7014,1454,,,38528,60705,56.2,13903,24338,2015,1483,715,0,0,42454,62151,22.4,26.9,7.8000002,19.200001,38.4,.89999998,1837,1845
597,"E14001015","Wantage","South East",31092,9343,7611,7288,2986,,,58320,82931,46.4,34459,17079,9234,1284,1546,0,0,63602,85786,34.900002,17.200001,7.0999999,16.799999,28.4,3.3,433,385
598,"E14001016","Warley","West Midlands",7310,22012,805,6237,1465,,,37829,63738,61.8,10521,27004,777,1349,555,0,0,40206,63739,18.299999,33.299999,9.6999998,14.1,29.1,3.7,2212,2210
599,"E14001017","Warrington North","North West",12797,21720,1881,7757,1264,,,45419,72104,58.6,17774,27356,1207,1561,619,0,0,48517,71918,22.700001,23.4,9.1000004,15.8,25.6,2.3,1715,1165
600,"E14001018","Warrington South","North West",25928,23178,3335,4909,1765,,,59353,84767,50.6,27445,29994,3339,0,0,0,0,61995,85617,31.700001,18.299999,7.5,16,27.8,2,1384,895
601,"E14001019","Warwick & Leamington","West Midlands",24249,17643,2512,4183,1994,,,50581,71578,41.1,24021,25227,2810,799,1198,0,0,54055,74237,36.900002,17.4,11.8,15,28.4,3.9000001,586,540
602,"E14000854","Warwickshire North","West Midlands",20042,17069,978,8256,894,,,47377,70152,67.8,26860,18350,1028,0,940,0,0,47178,72277,18.4,28.799999,7.5999999,18.200001,23.8,1.4,760,760
603,"E14001020","Washington & Sunderland West","North East",7033,20478,993,7321,1091,,,37257,68190,61.9,11699,24639,961,2761,514,0,0,40574,67280,15.9,29.200001,8.8999996,15.3,27.7,.89999998,2062,1920
604,"E14001021","Watford","Eastern",24400,14606,10152,5481,1332,,,56149,83535,51.2,26731,24639,5335,1184,721,0,0,58610,86507,31.6,17.700001,8.3000002,13.2,26.6,5.3000002,1084,1060
605,"E14001022","Waveney","Eastern",22104,19696,1055,7580,1761,,,52196,80166,63.2,28643,19428,1012,1933,1332,0,0,52674,80763,17.1,30.1,7.5,22.799999,27,1.5,1353,2185
606,"E14001023","Wealden","South East",32508,6165,5180,9541,3623,,,57017,80236,52.5,37027,13399,6281,1798,1959,0,0,60464,81425,30.200001,18.299999,6.6999998,20.9,27.1,2.5,434,450
607,"E14001024","Weaver Vale","North West",20227,19421,1395,4547,1183,,,46867,68407,50.2,22138,26066,1623,0,786,0,0,50613,69016,27.6,21.6,7.0999999,15.9,26.4,1.4,1033,1105
608,"E14001025","Wellingborough","East Midlands",26265,9839,2240,9868,2218,,,50430,74317,62.9,30579,18119,1782,1804,956,0,0,53240,79254,19.700001,25.4,7.5999999,16.1,24.3,4,1376,1235
609,"E14001026","Wells","South West",26247,3780,18662,5644,2331,,,56904,79405,53.5,30488,7129,22906,0,0,0,0,60843,82451,26.5,22.799999,7.1999998,21.700001,27.3,2.4000001,739,1130
610,"E14001027","Welwyn Hatfield","Eastern",25281,13128,3140,6556,1742,,,50205,73247,52.5,26374,19005,3836,1441,835,0,0,51669,72888,29.9,17.200001,14.5,15,25.8,4.5999999,994,835
611,"E14001028","Wentworth & Dearne","Yorkshire and the Humber",6441,24571,1135,10733,,,,43189,74283,69.0,13744,28547,1656,0,0,0,0,43947,74890,15.5,32.5,8.3999996,17.200001,27.8,.89999998,1943,1700
612,"E14001029","West Bromwich East","West Midlands",9347,18817,751,7949,628,,,37492,63637,67.6,14951,22664,625,0,533,0,0,39098,63846,15.3,35.299999,9.1999998,16.5,26.5,4,2323,2085
613,"E14001030","West Bromwich West","West Midlands",8365,16578,550,8836,697,,,35026,65524,69.1,14329,18789,333,2320,323,0,0,36094,65967,13.1,36.599998,9.3999996,14.3,24.1,2.9000001,2249,2190
614,"E14001032","West Ham","London",8146,36132,1430,3950,2651,,,52793,90640,47.4,9837,46591,1836,1134,957,0,0,60708,92418,30.5,20.799999,13.4,6.8000002,23.8,12.7,3460,2745
615,"E14001036","Westminster North","London",16527,18504,1457,1489,1322,,,39514,62346,33.0,14422,25934,2253,0,595,0,0,43295,63846,47.299999,15.3,8.6000004,10.6,17.4,12.9,1575,1465
616,"E14001037","Westmorland & Lonsdale","North West",16245,2661,25194,3031,1798,,,48929,65857,47.5,22909,4783,23686,0,0,0,0,51687,66391,33.299999,18.9,6,24.5,25.8,2.3,283,265
617,"E14001038","Weston-Super-Mare","South West",25203,9594,5486,9366,2592,,,52552,80309,56.7,29982,18438,5175,1932,888,0,0,56415,82136,23,22.6,7.5,20.700001,28.5,3,1145,975
618,"E14001039","Wigan","North West",9389,23625,1255,8818,1273,,,45293,75990,62.7,13548,29575,916,2750,753,0,0,47542,75359,19.799999,29,8.6999998,16.799999,27.9,1.6,2004,1960
619,"E14000860","Wiltshire North","South West",28938,4930,7892,5813,2350,,,50556,67851,50.4,32398,9399,9521,871,1141,0,0,53706,71408,32.099998,17.6,6.6999998,17.299999,29.9,2.4000001,452,430
